 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F070W
 -2.5288 -1.0196  0.3400  0.1998 -1.6056 -4.5688 -3.7883 -2.3332 -1.4276 -1.2979
 -1.1651 -1.1417 -1.5258 -2.0076 -2.2282 -1.9969
 -3.0007 -2.3811 -1.7213 -1.6871 -2.3342 -3.6502 -3.3179 -2.6680 -2.1686 -1.9597
 -1.7976 -1.7363 -1.8722 -2.0645 -2.1461 -1.9643 -1.8548 -1.7971 -1.8336
 -3.1287 -2.9771 -2.7389 -2.6205 -2.6397 -2.9456 -2.8549 -2.6752 -2.4731 -2.2942
 -2.1609 -2.0902 -2.0817 -2.0949 -2.0841 -1.9446 -1.8646 -1.8148 -1.8115 -1.8146
 -1.7876
 -2.9127 -2.8076 -2.7128 -2.6004 -2.5219 -2.4549 -2.3993 -2.3549 -2.3413 -2.3015
 -2.2550 -2.2033 -2.1545 -2.0988 -2.0422 -1.9378 -1.8650 -1.8261 -1.8085 -1.8056
 -1.8111 -1.8224 -1.8377
 -2.6658 -2.6025 -2.5415 -2.4714 -2.4105 -2.3537 -2.3029 -2.2589 -2.2214 -2.1883
 -2.1549 -2.1184 -2.0817 -2.0434 -2.0033 -1.9213 -1.8706 -1.8426 -1.8294 -1.8265
 -1.8308 -1.8405 -1.8542 -1.8723 -1.8954
 -2.4366 -2.4064 -2.3737 -2.3366 -2.2958 -2.2539 -2.2132 -2.1753 -2.1408 -2.1096
 -2.0813 -2.0543 -2.0262 -1.9995 -1.9702 -1.9063 -1.8698 -1.8514 -1.8439 -1.8433
 -1.8482 -1.8576 -1.8706 -1.8868 -1.9063 -1.9301
 -2.2253 -2.2193 -2.2094 -2.1960 -2.1779 -2.1555 -2.1302 -2.1041 -2.0783 -2.0531
 -2.0291 -2.0065 -1.9848 -1.9647 -1.9429 -1.8928 -1.8626 -1.8525 -1.8520 -1.8560
 -1.8633 -1.8737 -1.8869 -1.9025 -1.9204 -1.9412 -1.9654 -1.9963 -2.0353 -2.0776
 -2.0318 -2.0412 -2.0486 -2.0542 -2.0562 -2.0534 -2.0457 -2.0344 -2.0203 -2.0045
 -1.9875 -1.9700 -1.9526 -1.9358 -1.9195 -1.8795 -1.8529 -1.8457 -1.8513 -1.8617
 -1.8738 -1.8871 -1.9019 -1.9183 -1.9361 -1.9555 -1.9766 -2.0020 -2.0347 -2.0755
 -2.1204
 -1.8645 -1.8815 -1.8994 -1.9181 -1.9349 -1.9484 -1.9574 -1.9613 -1.9605 -1.9558
 -1.9477 -1.9372 -1.9251 -1.9122 -1.8987 -1.8665 -1.8426 -1.8349 -1.8425 -1.8584
