 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.7237 -0.7053 -0.6907 -0.6854 -0.6769 -0.6600 -0.6099 -0.5865 -0.5562 -0.5125
 -0.4556 -0.3949 -0.3294 -0.2586 -0.1925 -0.0700 -0.0092  0.0055  0.0004
 -0.7053 -0.6158 -0.5602 -0.5351 -0.5333 -0.5297 -0.5163 -0.4970 -0.4744 -0.4479
 -0.4106 -0.3599 -0.3003 -0.2412 -0.1880 -0.0897 -0.0358 -0.0167 -0.0177 -0.0306
 -0.6571 -0.5828 -0.5195 -0.4697 -0.4370 -0.4250 -0.4296 -0.4306 -0.4177 -0.3925
 -0.3638 -0.3294 -0.2836 -0.2330 -0.1858 -0.0967 -0.0500 -0.0352 -0.0383 -0.0513
 -0.0709
 -0.6077 -0.5475 -0.4917 -0.4415 -0.3993 -0.3682 -0.3494 -0.3429 -0.3435 -0.3375
 -0.3192 -0.2963 -0.2654 -0.2255 -0.1847 -0.1041 -0.0615 -0.0503 -0.0557 -0.0694
 -0.0884 -0.1116
 -0.5383 -0.4962 -0.4544 -0.4127 -0.3727 -0.3374 -0.3095 -0.2896 -0.2766 -0.2689
 -0.2611 -0.2486 -0.2330 -0.2089 -0.1788 -0.1083 -0.0687 -0.0603 -0.0690 -0.0845
 -0.1041 -0.1271 -0.1529 -0.1806
 -0.4494 -0.4255 -0.4002 -0.3718 -0.3407 -0.3090 -0.2797 -0.2555 -0.2368 -0.2220
 -0.2094 -0.1978 -0.1877 -0.1743 -0.1565 -0.1063 -0.0706 -0.0636 -0.0763 -0.0956
 -0.1173 -0.1412 -0.1672 -0.1952 -0.2253 -0.2582 -0.2946 -0.3348 -0.3792 -0.4280
 -0.3484 -0.3379 -0.3281 -0.3145 -0.2961 -0.2734 -0.2487 -0.2250 -0.2047 -0.1883
 -0.1740 -0.1607 -0.1487 -0.1378 -0.1253 -0.0926 -0.0661 -0.0604 -0.0760 -0.1003
 -0.1262 -0.1527 -0.1802 -0.2089 -0.2388 -0.2690 -0.3013 -0.3377 -0.3800 -0.4283
 -0.4794
 -0.2371 -0.2394 -0.2416 -0.2410 -0.2360 -0.2253 -0.2095 -0.1910 -0.1728 -0.1566
 -0.1431 -0.1310 -0.1194 -0.1088 -0.0977 -0.0723 -0.0549 -0.0516 -0.0684 -0.0970
 -0.1285 -0.1596 -0.1902 -0.2210 -0.2520 -0.2836 -0.3151 -0.3484 -0.3857 -0.4288
 -0.4787
 -0.1237 -0.1358 -0.1464 -0.1556 -0.1617 -0.1627 -0.1581 -0.1484 -0.1358 -0.1227
 -0.1109 -0.1008 -0.0918 -0.0833 -0.0742 -0.0524 -0.0398 -0.0399 -0.0565 -0.0871
 -0.1235 -0.1603 -0.1959 -0.2303 -0.2640 -0.2972 -0.3305 -0.3654 -0.4022 -0.4405
 -0.4802
 -0.0080 -0.0271 -0.0470 -0.0632 -0.0773 -0.0881 -0.0942 -0.0949 -0.0910 -0.0841
 -0.0759 -0.0685 -0.0623 -0.0568 -0.0513 -0.0351 -0.0251 -0.0271 -0.0432 -0.0729
 -0.1112 -0.1527 -0.1938 -0.2333 -0.2710 -0.3073 -0.3427 -0.3777 -0.4168 -0.4528
 -0.4869
  0.1098  0.0867  0.0566  0.0314  0.0127 -0.0049 -0.0195 -0.0299 -0.0357 -0.0373
 -0.0357 -0.0327 -0.0296 -0.0273 -0.0255 -0.0185 -0.0112 -0.0146 -0.0306 -0.0587
 -0.0963 -0.1394 -0.1845 -0.2291 -0.2719 -0.3125 -0.3515 -0.3891 -0.4258 -0.4623
 -0.4997
  0.2298  0.2056  0.1644  0.1273  0.1045  0.0823  0.0619  0.0441  0.0297  0.0190
  0.0122  0.0085  0.0066  0.0052  0.0032 -0.0026  0.0019 -0.0024 -0.0187
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.7874 -0.7389 -0.7035 -0.6802 -0.6610 -0.6415 -0.6113 -0.5877 -0.5546 -0.5100
 -0.4538 -0.3909 -0.3245 -0.2591 -0.1993 -0.0830 -0.0151  0.0114  0.0097
 -0.7167 -0.6452 -0.6082 -0.5783 -0.5515 -0.5311 -0.5156 -0.5005 -0.4809 -0.4531
 -0.4148 -0.3648 -0.3072 -0.2501 -0.1977 -0.0957 -0.0353 -0.0116 -0.0111 -0.0229
 -0.6963 -0.6018 -0.5303 -0.4846 -0.4689 -0.4671 -0.4589 -0.4431 -0.4245 -0.4043
 -0.3787 -0.3441 -0.2983 -0.2481 -0.2007 -0.1075 -0.0517 -0.0299 -0.0308 -0.0434
 -0.0628
 -0.6852 -0.5941 -0.5174 -0.4560 -0.4113 -0.3842 -0.3777 -0.3839 -0.3830 -0.3680
 -0.3459 -0.3205 -0.2876 -0.2460 -0.2045 -0.1180 -0.0658 -0.0451 -0.0471 -0.0604
 -0.0795 -0.1028
 -0.6599 -0.5804 -0.5100 -0.4488 -0.3974 -0.3571 -0.3286 -0.3118 -0.3082 -0.3111
 -0.3059 -0.2916 -0.2696 -0.2389 -0.2031 -0.1250 -0.0758 -0.0560 -0.0594 -0.0743
