 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F150W
  2.4152  1.4192  0.1728  0.2111  1.7649  3.7861  3.0733  1.9515  1.4170  1.5322
  1.6932  1.8125  1.9298  2.0046  2.0293  1.9019
  2.4020  2.0007  1.4330  1.4041  2.0015  2.8841  2.6046  2.1628  1.9174  1.9074
  1.9301  1.9533  1.9802  1.9915  1.9786  1.8629  1.7325  1.6048  1.4624
  2.2752  2.2055  2.0515  2.0136  2.0936  2.3032  2.2616  2.1940  2.1294  2.0781
  2.0423  2.0185  1.9974  1.9728  1.9411  1.8342  1.7166  1.5896  1.4563  1.3246
  1.1986
  2.0348  2.0336  2.0283  2.0396  2.0413  2.0435  2.0443  2.0452  2.0530  2.0444
  2.0296  2.0080  1.9813  1.9485  1.9168  1.8158  1.6986  1.5732  1.4452  1.3186
  1.1930  1.0686  0.9449
  1.9925  1.9910  1.9870  1.9892  1.9896  1.9908  1.9910  1.9891  1.9836  1.9748
  1.9623  1.9456  1.9248  1.8990  1.8676  1.7773  1.6733  1.5577  1.4349  1.3106
  1.1874  1.0657  0.9455  0.8267  0.7092
  1.9272  1.9295  1.9297  1.9297  1.9308  1.9327  1.9342  1.9330  1.9277  1.9179
  1.9042  1.8880  1.8689  1.8470  1.8209  1.7399  1.6458  1.5393  1.4230  1.3024
  1.1818  1.0625  0.9451  0.8291  0.7146  0.6014
  1.8389  1.8491  1.8564  1.8611  1.8650  1.8692  1.8739  1.8769  1.8758  1.8693
  1.8575  1.8408  1.8214  1.8006  1.7767  1.7036  1.6161  1.5180  1.4095  1.2940
  1.1762  1.0590  0.9436  0.8300  0.7181  0.6076  0.4984  0.3900  0.2827  0.1793
  1.7276  1.7498  1.7671  1.7800  1.7901  1.7987  1.8075  1.8155  1.8208  1.8208
  1.8143  1.8016  1.7834  1.7617  1.7388  1.6705  1.5879  1.4951  1.3937  1.2844
  1.1704  1.0554  0.9418  0.8299  0.7201  0.6119  0.5053  0.3998  0.2949  0.1909
  0.0904
  1.5947  1.6300  1.6595  1.6837  1.7034  1.7195  1.7339  1.7475  1.7596  1.7674
  1.7689  1.7629  1.7499  1.7308  1.7077  1.6419  1.5629  1.4734  1.3765  1.2730
  1.1638  1.0516  0.9397  0.8294  0.7212  0.6148  0.5101  0.4069  0.3049  0.2035
  0.1025
  1.4548  1.4970  1.5351  1.5695  1.6009  1.6276  1.6508  1.6715  1.6904  1.7066
  1.7173  1.7201  1.7146  1.7013  1.6816  1.6160  1.5408  1.4536  1.3589  1.2590
  1.1543  1.0456  0.9356  0.8264  0.7193  0.6143  0.5112  0.4098  0.3098  0.2107
  0.1125
  1.3162  1.3588  1.4018  1.4451  1.4863  1.5242  1.5576  1.5872  1.6140  1.6378
  1.6564  1.6683  1.6726  1.6687  1.6563  1.5986  1.5212  1.4374  1.3446  1.2469
  1.1455  1.0407  0.9335  0.8260  0.7199  0.6159  0.5142  0.4145  0.3164  0.2198
  0.1223
  1.1618  1.2154  1.2661  1.3141  1.3622  1.4087  1.4523  1.4918  1.5276  1.5606
  1.5891  1.6112  1.6250  1.6293  1.6234  1.5760  1.5035  1.4226  1.3325  1.2362
  1.1366  1.0345  0.9305  0.8252  0.7204  0.6172  0.5162  0.4175  0.3210  0.2262
  0.1327
  0.9917  1.0668  1.1280  1.1765  1.2286  1.2811  1.3374  1.3856  1.4301  1.4700
  1.5054  1.5367  1.5641  1.5831  1.5829  1.5480  1.4877  1.4092  1.3226
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F150W
  1.8665  1.8877  1.9338  2.0206  2.1444  2.3357  2.2317  2.1436  2.1033  2.1011
  2.0899  2.0746  2.0678  2.0523  2.0208  1.8957
  1.9066  1.9176  1.9445  1.9982  2.0780  2.1989  2.1749  2.1472  2.1295  2.1199
  2.1022  2.0793  2.0562  2.0274  1.9901  1.8706  1.7393  1.6060  1.4720
  1.9356  1.9394  1.9519  1.9801  2.0252  2.0924  2.1146  2.1243  2.1232  2.1126
  2.0941  2.0686  2.0371  2.0007  1.9600  1.8451  1.7208  1.5911  1.4600  1.3292
  1.1994
  1.9535  1.9531  1.9560  1.9663  1.9862  2.0162  2.0508  2.0751  2.0844  2.0794
  2.0655  2.0424  2.0105  1.9722  1.9305  1.8192  1.7009  1.5761  1.4485  1.3211
  1.1949  1.0699  0.9469
  1.9603  1.9587  1.9568  1.9568  1.9609  1.9703  1.9835  1.9994  2.0132  2.0201
  2.0165  2.0008  1.9763  1.9419  1.9016  1.7929  1.6796  1.5610  1.4375  1.3131
  1.1898  1.0679  0.9476  0.8285  0.7107
  1.9560  1.9562  1.9543  1.9516  1.9493  1.9488  1.9506  1.9529  1.9543  1.9553
  1.9527  1.9437  1.9277  1.9034  1.8700  1.7667  1.6570  1.5444  1.4265  1.3054
  1.1845  1.0651  0.9474  0.8313  0.7165  0.6030
  1.9373  1.9411  1.9417  1.9401  1.9368  1.9327  1.9287  1.9248  1.9193  1.9113
  1.9010  1.8885  1.8731  1.8544  1.8285  1.7392  1.6340  1.5262  1.4142  1.2976
  1.1794  1.0619  0.9463  0.8324  0.7201  0.6094  0.4999  0.3913  0.2839  0.1806
  1.8999  1.9095  1.9148  1.9164  1.9154  1.9120  1.9069  1.9006  1.8926  1.8819
  1.8679  1.8505  1.8306  1.8097  1.7858  1.7080  1.6108  1.5071  1.4002  1.2888
  1.1740  1.0587  0.9447  0.8326  0.7224  0.6138  0.5067  0.4011  0.2962  0.1921
  0.0917
  1.8718  1.8684  1.8705  1.8774  1.8807  1.8806  1.8777  1.8725  1.8648  1.8545
  1.8408  1.8230  1.8014  1.7771  1.7514  1.6771  1.5875  1.4882  1.3892  1.2785
  1.1695  1.0552  0.9429  0.8322  0.7237  0.6170  0.5120  0.4082  0.3056  0.2041
  0.1037
  1.7630  1.8010  1.8194  1.8204  1.8298  1.8349  1.8365  1.8347  1.8300  1.8223
  1.8112  1.7959  1.7760  1.7522  1.7255  1.6497  1.5646  1.4695  1.3691  1.2657
  1.1591  1.0495  0.9389  0.8294  0.7219  0.6167  0.5132  0.4115  0.3113  0.2122
  0.1137
  1.6673  1.7146  1.7399  1.7454  1.7619  1.7736  1.7811  1.7848  1.7849  1.7815
