 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.7668 -1.7648 -1.7716 -1.7845 -1.7902 -1.7809 -1.7098 -1.6905 -1.6646 -1.6257
 -1.5738 -1.5144 -1.4560 -1.3906 -1.3291 -1.2150 -1.1673 -1.1607 -1.1720
 -1.7610 -1.6856 -1.6411 -1.6244 -1.6293 -1.6317 -1.6240 -1.6100 -1.5921 -1.5701
 -1.5372 -1.4908 -1.4355 -1.3807 -1.3316 -1.2427 -1.1971 -1.1852 -1.1918 -1.2094
 -1.7205 -1.6595 -1.6074 -1.5669 -1.5416 -1.5352 -1.5444 -1.5498 -1.5414 -1.5205
 -1.4960 -1.4655 -1.4235 -1.3766 -1.3331 -1.2523 -1.2130 -1.2046 -1.2130 -1.2306
 -1.2541
 -1.6759 -1.6281 -1.5831 -1.5420 -1.5076 -1.4829 -1.4691 -1.4668 -1.4712 -1.4690
 -1.4548 -1.4358 -1.4085 -1.3721 -1.3346 -1.2616 -1.2257 -1.2203 -1.2308 -1.2489
 -1.2718 -1.2985
 -1.6105 -1.5798 -1.5478 -1.5148 -1.4825 -1.4539 -1.4315 -1.4162 -1.4072 -1.4030
 -1.3988 -1.3899 -1.3779 -1.3573 -1.3304 -1.2671 -1.2338 -1.2308 -1.2443 -1.2640
 -1.2875 -1.3139 -1.3429 -1.3735
 -1.5254 -1.5119 -1.4954 -1.4750 -1.4511 -1.4261 -1.4028 -1.3835 -1.3690 -1.3578
 -1.3487 -1.3404 -1.3336 -1.3235 -1.3090 -1.2659 -1.2362 -1.2345 -1.2517 -1.2751
 -1.3005 -1.3279 -1.3571 -1.3881 -1.4209 -1.4563 -1.4947 -1.5369 -1.5831 -1.6335
 -1.4279 -1.4270 -1.4253 -1.4189 -1.4070 -1.3906 -1.3719 -1.3535 -1.3378 -1.3252
 -1.3144 -1.3043 -1.2955 -1.2876 -1.2781 -1.2525 -1.2320 -1.2314 -1.2515 -1.2797
 -1.3093 -1.3392 -1.3699 -1.4016 -1.4343 -1.4672 -1.5019 -1.5405 -1.5847 -1.6346
 -1.6872
 -1.3199 -1.3311 -1.3409 -1.3467 -1.3476 -1.3427 -1.3325 -1.3194 -1.3062 -1.2942
 -1.2843 -1.2754 -1.2668 -1.2591 -1.2508 -1.2323 -1.2209 -1.2228 -1.2441 -1.2766
 -1.3116 -1.3459 -1.3797 -1.4134 -1.4473 -1.4815 -1.5155 -1.5513 -1.5908 -1.6358
 -1.6873
 -1.2096 -1.2301 -1.2478 -1.2630 -1.2745 -1.2807 -1.2811 -1.2766 -1.2691 -1.2605
 -1.2526 -1.2459 -1.2399 -1.2342 -1.2278 -1.2126 -1.2059 -1.2111 -1.2322 -1.2668
 -1.3066 -1.3466 -1.3852 -1.4225 -1.4590 -1.4948 -1.5307 -1.5681 -1.6071 -1.6476
 -1.6893
 -1.0971 -1.1240 -1.1502 -1.1722 -1.1914 -1.2069 -1.2176 -1.2230 -1.2239 -1.2216
 -1.2178 -1.2141 -1.2110 -1.2083 -1.2054 -1.1954 -1.1912 -1.1983 -1.2188 -1.2525
 -1.2944 -1.3389 -1.3829 -1.4252 -1.4656 -1.5045 -1.5424 -1.5798 -1.6213 -1.6596
 -1.6960
 -0.9823 -1.0128 -1.0481 -1.0790 -1.1027 -1.1248 -1.1436 -1.1583 -1.1684 -1.1745
 -1.1773 -1.1782 -1.1787 -1.1794 -1.1801 -1.1791 -1.1773 -1.1857 -1.2062 -1.2383
 -1.2794 -1.3256 -1.3736 -1.4209 -1.4662 -1.5093 -1.5507 -1.5907 -1.6297 -1.6685
 -1.7081
 -0.8653 -0.8965 -0.9415 -0.9845 -1.0122 -1.0387 -1.0632 -1.0849 -1.1033 -1.1180
 -1.1289 -1.1367 -1.1424 -1.1471 -1.1519 -1.1637 -1.1642 -1.1733 -1.1944
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.8104 -1.7750 -1.7553 -1.7471 -1.7420 -1.7343 -1.7056 -1.6907 -1.6652 -1.6274
 -1.5771 -1.5182 -1.4574 -1.3967 -1.3411 -1.2333 -1.1747 -1.1554 -1.1633
 -1.7536 -1.6955 -1.6704 -1.6520 -1.6361 -1.6258 -1.6192 -1.6121 -1.5994 -1.5776
 -1.5445 -1.4992 -1.4459 -1.3929 -1.3443 -1.2506 -1.1976 -1.1804 -1.1855 -1.2020
 -1.7423 -1.6633 -1.6052 -1.5707 -1.5639 -1.5699 -1.5691 -1.5603 -1.5480 -1.5334
 -1.5126 -1.4823 -1.4404 -1.3939 -1.3501 -1.2646 -1.2156 -1.1997 -1.2058 -1.2229
 -1.2462
 -1.7365 -1.6612 -1.5984 -1.5487 -1.5136 -1.4944 -1.4940 -1.5054 -1.5096 -1.4997
 -1.4825 -1.4612 -1.4320 -1.3939 -1.3557 -1.2766 -1.2307 -1.2155 -1.2225 -1.2401
 -1.2631 -1.2899
 -1.7146 -1.6505 -1.5937 -1.5441 -1.5024 -1.4701 -1.4483 -1.4369 -1.4378 -1.4447
 -1.4436 -1.4336 -1.4154 -1.3881 -1.3555 -1.2846 -1.2414 -1.2269 -1.2350 -1.2541
 -1.2778 -1.3045 -1.3340 -1.3660
 -1.6698 -1.6209 -1.5755 -1.5330 -1.4937 -1.4587 -1.4296 -1.4076 -1.3923 -1.3838
 -1.3820 -1.3815 -1.3780 -1.3666 -1.3467 -1.2870 -1.2469 -1.2330 -1.2422 -1.2640
 -1.2898 -1.3177 -1.3475 -1.3791 -1.4126 -1.4481 -1.4866 -1.5293 -1.5781 -1.6288
 -1.6024 -1.5696 -1.5381 -1.5068 -1.4752 -1.4439 -1.4146 -1.3889 -1.3681 -1.3517
 -1.3394 -1.3310 -1.3272 -1.3236 -1.3156 -1.2812 -1.2466 -1.2333 -1.2432 -1.2681
 -1.2977 -1.3282 -1.3596 -1.3920 -1.4254 -1.4601 -1.4967 -1.5359 -1.5794 -1.6297
 -1.6825
 -1.5173 -1.4988 -1.4811 -1.4624 -1.4415 -1.4184 -1.3939 -1.3696 -1.3476 -1.3288
 -1.3131 -1.3002 -1.2906 -1.2835 -1.2777 -1.2597 -1.2393 -1.2284 -1.2384 -1.2654
 -1.2996 -1.3344 -1.3688 -1.4032 -1.4377 -1.4727 -1.5088 -1.5463 -1.5860 -1.6307
 -1.6827
 -1.4208 -1.4135 -1.4074 -1.4003 -1.3908 -1.3779 -1.3617 -1.3430 -1.3238 -1.3056
 -1.2897 -1.2762 -1.2648 -1.2555 -1.2477 -1.2326 -1.2226 -1.2186 -1.2292 -1.2570
 -1.2948 -1.3349 -1.3739 -1.4118 -1.4488 -1.4854 -1.5222 -1.5594 -1.5979 -1.6388
 -1.6845
 -1.3208 -1.3209 -1.3230 -1.3252 -1.3256 -1.3228 -1.3163 -1.3059 -1.2929 -1.2786
 -1.2646 -1.2522 -1.2417 -1.2328 -1.2251 -1.2099 -1.2032 -1.2050 -1.2172 -1.2443
 -1.2834 -1.3273 -1.3715 -1.4142 -1.4551 -1.4946 -1.5334 -1.5717 -1.6102 -1.6496
 -1.6909
 -1.2214 -1.2260 -1.2326 -1.2411 -1.2491 -1.2550 -1.2575 -1.2562 -1.2513 -1.2436
 -1.2343 -1.2248 -1.2162 -1.2092 -1.2033 -1.1912 -1.1855 -1.1900 -1.2044 -1.2308
 -1.2690 -1.3143 -1.3622 -1.4098 -1.4555 -1.4992 -1.5413 -1.5821 -1.6220 -1.6618
 -1.7023
 -1.1266 -1.1329 -1.1418 -1.1530 -1.1655 -1.1777 -1.1877 -1.1945 -1.1980 -1.1983
 -1.1958 -1.1916 -1.1896 -1.1838 -1.1823 -1.1765 -1.1695 -1.1736 -1.1908
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.9918 -1.9310 -1.8875 -1.8559 -1.8305 -1.8051 -1.7740 -1.7341 -1.6878 -1.6363
 -1.5789 -1.5174 -1.4554 -1.3984 -1.3473 -1.2456 -1.1807 -1.1512 -1.1528
 -1.9026 -1.8323 -1.7821 -1.7478 -1.7239 -1.7050 -1.6855 -1.6610 -1.6315 -1.5965
 -1.5544 -1.5051 -1.4515 -1.3999 -1.3532 -1.2604 -1.2015 -1.1756 -1.1762 -1.1918
 -1.8242 -1.7466 -1.7042 -1.6752 -1.6505 -1.6316 -1.6164 -1.6003 -1.5813 -1.5584
 -1.5297 -1.4932 -1.4488 -1.4026 -1.3596 -1.2741 -1.2197 -1.1950 -1.1955 -1.2110
 -1.2341
 -1.8135 -1.7152 -1.6414 -1.5926 -1.5694 -1.5671 -1.5651 -1.5552 -1.5404 -1.5227
 -1.5019 -1.4765 -1.4432 -1.4036 -1.3645 -1.2852 -1.2344 -1.2108 -1.2110 -1.2266
 -1.2497 -1.2769
 -1.8149 -1.7165 -1.6358 -1.5725 -1.5256 -1.4962 -1.4845 -1.4863 -1.4935 -1.4899
 -1.4755 -1.4554 -1.4311 -1.4003 -1.3659 -1.2926 -1.2451 -1.2227 -1.2228 -1.2390
 -1.2629 -1.2903 -1.3205 -1.3535
 -1.8063 -1.7153 -1.6375 -1.5724 -1.5195 -1.4783 -1.4479 -1.4278 -1.4187 -1.4216
 -1.4269 -1.4240 -1.4108 -1.3893 -1.3619 -1.2956 -1.2512 -1.2301 -1.2306 -1.2477
 -1.2733 -1.3021 -1.3328 -1.3655 -1.4001 -1.4364 -1.4761 -1.5208 -1.5704 -1.6209
 -1.7773 -1.6992 -1.6299 -1.5697 -1.5177 -1.4734 -1.4367 -1.4075 -1.3856 -1.3702
 -1.3626 -1.3628 -1.3641 -1.3596 -1.3464 -1.2937 -1.2528 -1.2330 -1.2339 -1.2520
 -1.2800 -1.3113 -1.3437 -1.3772 -1.4118 -1.4478 -1.4859 -1.5264 -1.5712 -1.6221
 -1.6749
 -1.7246 -1.6620 -1.6051 -1.5540 -1.5080 -1.4666 -1.4296 -1.3972 -1.3698 -1.3476
 -1.3299 -1.3171 -1.3109 -1.3092 -1.3066 -1.2833 -1.2497 -1.2315 -1.2326 -1.2512
 -1.2816 -1.3165 -1.3518 -1.3873 -1.4230 -1.4594 -1.4969 -1.5358 -1.5769 -1.6227
 -1.6753
 -1.6505 -1.6030 -1.5597 -1.5200 -1.4833 -1.4488 -1.4162 -1.3854 -1.3572 -1.3323
 -1.3110 -1.2932 -1.2793 -1.2701 -1.2646 -1.2546 -1.2394 -1.2256 -1.2273 -1.2459
 -1.2780 -1.3166 -1.3562 -1.3950 -1.4332 -1.4710 -1.5092 -1.5479 -1.5879 -1.6308
 -1.6768
 -1.5652 -1.5297 -1.4978 -1.4692 -1.4426 -1.4171 -1.3917 -1.3662 -1.3412 -1.3174
 -1.2955 -1.2764 -1.2601 -1.2469 -1.2370 -1.2239 -1.2181 -1.2146 -1.2184 -1.2364
 -1.2685 -1.3096 -1.3535 -1.3968 -1.4387 -1.4793 -1.5195 -1.5591 -1.5991 -1.6400
 -1.6825
 -1.4766 -1.4486 -1.4246 -1.4044 -1.3867 -1.3700 -1.3531 -1.3350 -1.3160 -1.2964
 -1.2771 -1.2591 -1.2429 -1.2291 -1.2178 -1.2001 -1.1950 -1.1977 -1.2065 -1.2249
 -1.2560 -1.2976 -1.3444 -1.3921 -1.4386 -1.4833 -1.5266 -1.5687 -1.6100 -1.6512
 -1.6930
