 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F480M
  0.2719  0.1380  0.0170 -0.0366 -0.1019 -0.1685 -0.2287 -0.2880 -0.3534 -0.4341
 -0.5116 -0.5877 -0.6617 -0.7335 -0.8034 -0.9698 -1.1198 -1.2578 -1.4102
  0.2051  0.1405  0.0686 -0.0140 -0.1049 -0.1850 -0.2541 -0.3209 -0.3875 -0.4638
 -0.5410 -0.6172 -0.6919 -0.7650 -0.8363 -1.0058 -1.1592 -1.3007 -1.4515 -1.6103
  0.1856  0.1272  0.0621 -0.0098 -0.0884 -0.1744 -0.2609 -0.3372 -0.4085 -0.4807
 -0.5562 -0.6315 -0.7061 -0.7795 -0.8515 -1.0230 -1.1783 -1.3199 -1.4709 -1.6285
 -1.7801
  0.1574  0.1049  0.0453 -0.0209 -0.0930 -0.1695 -0.2490 -0.3321 -0.4132 -0.4908
 -0.5658 -0.6395 -0.7127 -0.7854 -0.8575 -1.0309 -1.1898 -1.3367 -1.4851 -1.6416
 -1.7929 -1.9375
  0.1175  0.0736  0.0209 -0.0395 -0.1064 -0.1780 -0.2519 -0.3277 -0.4070 -0.4877
 -0.5671 -0.6432 -0.7165 -0.7880 -0.8590 -1.0331 -1.1955 -1.3457 -1.4954 -1.6510
 -1.8023 -1.9467 -2.0848 -2.2171
  0.0672  0.0302 -0.0135 -0.0660 -0.1261 -0.1924 -0.2622 -0.3341 -0.4081 -0.4840
 -0.5612 -0.6385 -0.7140 -0.7874 -0.8588 -1.0320 -1.1968 -1.3506 -1.5022 -1.6575
 -1.8090 -1.9536 -2.0916 -2.2238 -2.3508 -2.4731 -2.5916 -2.7066 -2.8186 -2.9280
  0.0094 -0.0234 -0.0592 -0.1035 -0.1550 -0.2141 -0.2784 -0.3459 -0.4168 -0.4889
 -0.5617 -0.6350 -0.7086 -0.7819 -0.8542 -1.0292 -1.1951 -1.3519 -1.5051 -1.6611
 -1.8134 -1.9585 -2.0968 -2.2290 -2.3557 -2.4776 -2.5952 -2.7090 -2.8195 -2.9272
 -3.0330
 -0.0532 -0.0837 -0.1156 -0.1529 -0.1963 -0.2460 -0.3026 -0.3642 -0.4307 -0.4995
 -0.5692 -0.6391 -0.7089 -0.7792 -0.8496 -1.0238 -1.1912 -1.3500 -1.5043 -1.6609
 -1.8150 -1.9615 -2.1004 -2.2329 -2.3597 -2.4814 -2.5984 -2.7114 -2.8209 -2.9274
 -3.0313
 -0.1177 -0.1472 -0.1784 -0.2148 -0.2504 -0.2924 -0.3400 -0.3933 -0.4533 -0.5175
 -0.5836 -0.6506 -0.7175 -0.7844 -0.8516 -1.0208 -1.1876 -1.3468 -1.5027 -1.6596
 -1.8159 -1.9647 -2.1050 -2.2384 -2.3658 -2.4877 -2.6049 -2.7178 -2.8269 -2.9325
 -3.0348
 -0.1814 -0.2105 -0.2423 -0.2763 -0.3123 -0.3502 -0.3903 -0.4350 -0.4854 -0.5428
 -0.6036 -0.6665 -0.7302 -0.7942 -0.8583 -1.0199 -1.1824 -1.3421 -1.4971 -1.6526
 -1.8095 -1.9610 -2.1039 -2.2387 -2.3669 -2.4894 -2.6069 -2.7198 -2.8287 -2.9338
 -3.0374
 -0.2419 -0.2745 -0.3082 -0.3431 -0.3789 -0.4155 -0.4528 -0.4910 -0.5323 -0.5803
 -0.6337 -0.6907 -0.7498 -0.8102 -0.8712 -1.0250 -1.1808 -1.3374 -1.4915 -1.6455
 -1.8009 -1.9536 -2.0993 -2.2367 -2.3665 -2.4901 -2.6084 -2.7217 -2.8307 -2.9359
 -3.0375
 -0.2983 -0.3534 -0.3977 -0.4343 -0.4665 -0.4966 -0.5269 -0.5589 -0.5940 -0.6331
 -0.6771 -0.7261 -0.7786 -0.8336 -0.8903 -1.0359 -1.1844 -1.3353 -1.4876
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F480M
  0.1983  0.1051  0.0290 -0.0329 -0.0991 -0.1671 -0.2357 -0.3045 -0.3685 -0.4466
 -0.5267 -0.6051 -0.6812 -0.7548 -0.8261 -0.9948 -1.1483 -1.2882 -1.4290
  0.2105  0.1414  0.0560 -0.0354 -0.1083 -0.1797 -0.2531 -0.3254 -0.3948 -0.4742
 -0.5552 -0.6347 -0.7119 -0.7867 -0.8592 -1.0303 -1.1850 -1.3241 -1.4578 -1.6074
  0.2037  0.1424  0.0737 -0.0051 -0.0970 -0.1837 -0.2597 -0.3348 -0.4076 -0.4848
 -0.5656 -0.6454 -0.7234 -0.7991 -0.8727 -1.0465 -1.2037 -1.3439 -1.4787 -1.6265
 -1.7765
  0.1882  0.1316  0.0688 -0.0006 -0.0776 -0.1630 -0.2537 -0.3372 -0.4137 -0.4883
 -0.5675 -0.6470 -0.7251 -0.8014 -0.8757 -1.0521 -1.2129 -1.3570 -1.4941 -1.6402
 -1.7892 -1.9336
  0.1650  0.1134  0.0552 -0.0091 -0.0797 -0.1562 -0.2374 -0.3225 -0.4088 -0.4888
 -0.5669 -0.6450 -0.7224 -0.7985 -0.8731 -1.0515 -1.2160 -1.3650 -1.5052 -1.6500
 -1.7983 -1.9424 -2.0806 -2.2136
  0.1314  0.0872  0.0348 -0.0245 -0.0900 -0.1612 -0.2367 -0.3151 -0.3956 -0.4776
 -0.5602 -0.6406 -0.7184 -0.7940 -0.8682 -1.0474 -1.2149 -1.3687 -1.5125 -1.6571
 -1.8047 -1.9489 -2.0870 -2.2194 -2.3468 -2.4697 -2.5886 -2.7040 -2.8162 -2.9254
  0.0894  0.0512  0.0059 -0.0467 -0.1066 -0.1727 -0.2436 -0.3178 -0.3939 -0.4708
 -0.5493 -0.6295 -0.7091 -0.7867 -0.8620 -1.0415 -1.2111 -1.3688 -1.5163 -1.6614
 -1.8089 -1.9534 -2.0918 -2.2242 -2.3512 -2.4734 -2.5914 -2.7056 -2.8167 -2.9249
 -3.0304
  0.0405  0.0043 -0.0334 -0.0784 -0.1309 -0.1907 -0.2564 -0.3261 -0.3988 -0.4724
 -0.5468 -0.6225 -0.6990 -0.7756 -0.8515 -1.0342 -1.2054 -1.3658 -1.5165 -1.6630
 -1.8108 -1.9560 -2.0950 -2.2278 -2.3548 -2.4767 -2.5941 -2.7076 -2.8176 -2.9246
 -3.0288
 -0.0130 -0.0495 -0.0835 -0.1215 -0.1665 -0.2185 -0.2775 -0.3417 -0.4101 -0.4807
 -0.5522 -0.6245 -0.6973 -0.7705 -0.8439 -1.0257 -1.1997 -1.3626 -1.5157 -1.6637
 -1.8125 -1.9591 -2.0993 -2.2329 -2.3605 -2.4827 -2.6004 -2.7139 -2.8235 -2.9295
 -3.0320
 -0.0683 -0.1059 -0.1398 -0.1746 -0.2127 -0.2570 -0.3077 -0.3646 -0.4270 -0.4932
 -0.5614 -0.6306 -0.7003 -0.7703 -0.8405 -1.0165 -1.1897 -1.3548 -1.5100 -1.6589
