 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F162M
  1.0538  1.2302  1.3693  1.3811  1.3492  1.3256  1.3021  1.2837  1.2425  1.1963
  1.1437  1.0881  1.0297  0.9689  0.9062  0.7488  0.5808  0.4237  0.2777
  1.1447  1.1442  1.1554  1.2022  1.2736  1.2997  1.2843  1.2536  1.2150  1.1695
  1.1184  1.0634  1.0059  0.9466  0.8863  0.7342  0.5819  0.4297  0.2787  0.1302
  1.0964  1.0921  1.0890  1.0915  1.1091  1.1620  1.2132  1.2198  1.1925  1.1482
  1.0981  1.0434  0.9860  0.9268  0.8667  0.7161  0.5675  0.4196  0.2718  0.1262
 -0.0162
  1.0442  1.0449  1.0405  1.0357  1.0328  1.0353  1.0549  1.0974  1.1215  1.1094
  1.0714  1.0208  0.9649  0.9062  0.8465  0.6970  0.5512  0.4076  0.2645  0.1216
 -0.0186 -0.1554
  0.9816  0.9919  0.9928  0.9885  0.9821  0.9754  0.9696  0.9696  0.9855  1.0025
  1.0030  0.9786  0.9361  0.8829  0.8251  0.6772  0.5332  0.3942  0.2563  0.1169
 -0.0212 -0.1563 -0.2881 -0.4168
  0.9080  0.9276  0.9376  0.9388  0.9345  0.9270  0.9177  0.9070  0.8961  0.8898
  0.8910  0.8891  0.8722  0.8394  0.7948  0.6565  0.5143  0.3787  0.2457  0.1115
 -0.0236 -0.1571 -0.2875 -0.4146 -0.5391 -0.6607 -0.7792 -0.8941 -1.0054 -1.1129
  0.8244  0.8522  0.8725  0.8802  0.8816  0.8775  0.8695  0.8587  0.8448  0.8283
  0.8119  0.7986  0.7863  0.7678  0.7389  0.6296  0.4944  0.3606  0.2321  0.1037
 -0.0269 -0.1577 -0.2865 -0.4124 -0.5352 -0.6548 -0.7713 -0.8853 -0.9969 -1.1058
 -1.2100
  0.7319  0.7671  0.7950  0.8112  0.8189  0.8205  0.8169  0.8090  0.7974  0.7820
  0.7628  0.7418  0.7206  0.6989  0.6749  0.5887  0.4710  0.3421  0.2164  0.0931
 -0.0320 -0.1591 -0.2857 -0.4099 -0.5314 -0.6500 -0.7657 -0.8785 -0.9888 -1.0967
 -1.2023
  0.6317  0.6734  0.7068  0.7311  0.7455  0.7530  0.7550  0.7521  0.7447  0.7333
  0.7178  0.6980  0.6749  0.6496  0.6223  0.5432  0.4403  0.3213  0.1982  0.0782
 -0.0419 -0.1643 -0.2878 -0.4104 -0.5305 -0.6479 -0.7626 -0.8746 -0.9840 -1.0909
 -1.1955
