 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F480M
  0.8005  0.9507  0.9473  0.4905 -0.4752 -1.3999 -1.5992 -1.5022 -1.2431 -0.9500
 -1.1163 -1.3227 -1.1944 -0.9050 -0.7799 -0.9434
  0.3274  0.4106  0.4472  0.2866 -0.1205 -0.5532 -0.7178 -0.7965 -0.8080 -0.7842
 -0.8869 -0.9742 -0.9271 -0.8183 -0.7824 -0.9625 -1.1374 -1.3159 -1.5831
  0.0846  0.0906  0.1057  0.0722 -0.0355 -0.1832 -0.3050 -0.4401 -0.5626 -0.6589
 -0.7266 -0.7637 -0.7739 -0.7777 -0.8037 -0.9814 -1.1510 -1.3546 -1.5552 -1.7410
 -1.8173
  0.0721 -0.0093 -0.0772 -0.1527 -0.2201 -0.2899 -0.3608 -0.4329 -0.5070 -0.5742
 -0.6353 -0.6910 -0.7348 -0.7831 -0.8438 -1.0001 -1.1881 -1.3620 -1.5303 -1.6908
 -1.8429 -1.9882 -2.1268
 -0.0261 -0.0813 -0.1326 -0.1902 -0.2498 -0.3138 -0.3807 -0.4492 -0.5184 -0.5869
 -0.6523 -0.7137 -0.7681 -0.8195 -0.8735 -1.0206 -1.1973 -1.3755 -1.5441 -1.7039
 -1.8557 -2.0004 -2.1386 -2.2712 -2.3992
 -0.1270 -0.1647 -0.2034 -0.2462 -0.2953 -0.3504 -0.4104 -0.4733 -0.5378 -0.6026
 -0.6667 -0.7290 -0.7883 -0.8403 -0.8964 -1.0393 -1.2053 -1.3840 -1.5539 -1.7140
 -1.8658 -2.0103 -2.1482 -2.2803 -2.4072 -2.5298
 -0.2306 -0.2595 -0.2896 -0.3207 -0.3566 -0.3997 -0.4499 -0.5052 -0.5639 -0.6242
 -0.6852 -0.7453 -0.8038 -0.8576 -0.9125 -1.0562 -1.2121 -1.3875 -1.5597 -1.7211
 -1.8732 -2.0179 -2.1557 -2.2875 -2.4138 -2.5354 -2.6531 -2.7674 -2.8787 -2.9877
 -0.3368 -0.3657 -0.3912 -0.4136 -0.4373 -0.4663 -0.5027 -0.5470 -0.5974 -0.6515
 -0.7078 -0.7650 -0.8217 -0.8757 -0.9284 -1.0678 -1.2200 -1.3876 -1.5605 -1.7247
 -1.8783 -2.0234 -2.1615 -2.2933 -2.4194 -2.5405 -2.6573 -2.7703 -2.8800 -2.9870
 -3.0923
 -0.4404 -0.4741 -0.5003 -0.5196 -0.5355 -0.5522 -0.5737 -0.6032 -0.6415 -0.6865
 -0.7358 -0.7881 -0.8419 -0.8956 -0.9469 -1.0795 -1.2265 -1.3877 -1.5569 -1.7236
 -1.8802 -2.0268 -2.1656 -2.2978 -2.4241 -2.5450 -2.6614 -2.7735 -2.8821 -2.9877
 -3.0909
 -0.5350 -0.5782 -0.6104 -0.6327 -0.6468 -0.6558 -0.6653 -0.6797 -0.7024 -0.7343
 -0.7735 -0.8180 -0.8664 -0.9171 -0.9672 -1.0942 -1.2348 -1.3902 -1.5544 -1.7205
 -1.8804 -2.0301 -2.1705 -2.3037 -2.4305 -2.5518 -2.6683 -2.7803 -2.8884 -2.9931
 -3.0948
 -0.6270 -0.6733 -0.7101 -0.7383 -0.7553 -0.7647 -0.7689 -0.7724 -0.7800 -0.7964
 -0.8229 -0.8575 -0.8976 -0.9411 -0.9865 -1.1080 -1.2430 -1.3919 -1.5501 -1.7123
 -1.8727 -2.0259 -2.1693 -2.3041 -2.4320 -2.5540 -2.6708 -2.7829 -2.8909 -2.9952
 -3.0980
 -0.7014 -0.7594 -0.8039 -0.8361 -0.8586 -0.8721 -0.8767 -0.8767 -0.8753 -0.8804
 -0.8933 -0.9134 -0.9400 -0.9728 -1.0111 -1.1250 -1.2553 -1.3956 -1.5481 -1.7053
 -1.8630 -2.0173 -2.1640 -2.3019 -2.4317 -2.5549 -2.6726 -2.7853 -2.8934 -2.9978
 -3.0986
 -0.7583 -0.8366 -0.8918 -0.9261 -0.9567 -0.9780 -0.9820 -0.9833 -0.9802 -0.9789
 -0.9807 -0.9854 -0.9926 -1.0122 -1.0410 -1.1452 -1.2717 -1.4013 -1.5484
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F480M
 -0.0249 -0.1082 -0.1932 -0.2837 -0.3825 -0.4464 -0.4229 -0.4076 -0.4266 -0.4939
 -0.6215 -0.7402 -0.7869 -0.7901 -0.8103 -0.9750
  0.0155 -0.0668 -0.1501 -0.2364 -0.3272 -0.4011 -0.4302 -0.4572 -0.4938 -0.5473
 -0.6241 -0.6998 -0.7516 -0.7892 -0.8358 -1.0046 -1.1632 -1.3193 -1.4793
  0.0364 -0.0429 -0.1229 -0.2043 -0.2877 -0.3660 -0.4283 -0.4838 -0.5348 -0.5838
 -0.6326 -0.6831 -0.7365 -0.7941 -0.8569 -1.0279 -1.1864 -1.3437 -1.5081 -1.6705
 -1.8225
  0.0378 -0.0365 -0.1116 -0.1874 -0.2639 -0.3411 -0.4172 -0.4872 -0.5496 -0.6033
 -0.6471 -0.6899 -0.7415 -0.8049 -0.8736 -1.0449 -1.2046 -1.3631 -1.5293 -1.6888
 -1.8406 -1.9855 -2.1251
  0.0197 -0.0476 -0.1162 -0.1857 -0.2558 -0.3264 -0.3969 -0.4675 -0.5382 -0.6059
 -0.6675 -0.7203 -0.7666 -0.8215 -0.8859 -1.0556 -1.2178 -1.3775 -1.5428 -1.7022
 -1.8538 -1.9985 -2.1367 -2.2695 -2.3978
 -0.0179 -0.0762 -0.1367 -0.1992 -0.2634 -0.3289 -0.3951 -0.4613 -0.5278 -0.5944
 -0.6616 -0.7274 -0.7831 -0.8367 -0.8981 -1.0626 -1.2262 -1.3874 -1.5526 -1.7120
 -1.8637 -2.0081 -2.1461 -2.2783 -2.4054 -2.5283
 -0.0757 -0.1246 -0.1747 -0.2279 -0.2845 -0.3441 -0.4056 -0.4683 -0.5317 -0.5954
 -0.6597 -0.7248 -0.7890 -0.8432 -0.9049 -1.0685 -1.2310 -1.3928 -1.5585 -1.7189
 -1.8709 -2.0155 -2.1533 -2.2852 -2.4117 -2.5336 -2.6516 -2.7661 -2.8775 -2.9865
 -0.1495 -0.1917 -0.2327 -0.2748 -0.3210 -0.3721 -0.4272 -0.4851 -0.5449 -0.6059
 -0.6674 -0.7297 -0.7925 -0.8497 -0.9088 -1.0711 -1.2338 -1.3942 -1.5600 -1.7225
 -1.8757 -2.0208 -2.1589 -2.2908 -2.4171 -2.5384 -2.6555 -2.7687 -2.8786 -2.9858
 -3.0912
 -0.1944 -0.2592 -0.3075 -0.3409 -0.3760 -0.4161 -0.4618 -0.5125 -0.5670 -0.6239
 -0.6823 -0.7418 -0.8021 -0.8610 -0.9164 -1.0729 -1.2340 -1.3936 -1.5608 -1.7218
 -1.8769 -2.0241 -2.1629 -2.2952 -2.4217 -2.5428 -2.6594 -2.7721 -2.8812 -2.9870
 -3.0896
 -0.3232 -0.3513 -0.3852 -0.4240 -0.4511 -0.4798 -0.5143 -0.5548 -0.6012 -0.6519
 -0.7056 -0.7614 -0.8187 -0.8761 -0.9306 -1.0791 -1.2355 -1.3939 -1.5551 -1.7193
 -1.8782 -2.0275 -2.1678 -2.3010 -2.4280 -2.5495 -2.6662 -2.7784 -2.8868 -2.9916
 -3.0935
 -0.3969 -0.4389 -0.4780 -0.5147 -0.5381 -0.5609 -0.5844 -0.6134 -0.6489 -0.6904
 -0.7369 -0.7871 -0.8398 -0.8942 -0.9480 -1.0886 -1.2375 -1.3922 -1.5503 -1.7113
 -1.8710 -2.0236 -2.1666 -2.3014 -2.4294 -2.5516 -2.6686 -2.7810 -2.8891 -2.9936
 -3.0967
 -0.4694 -0.5217 -0.5650 -0.6001 -0.6242 -0.6408 -0.6574 -0.6911 -0.7147 -0.7449
 -0.7813 -0.8232 -0.8694 -0.9186 -0.9697 -1.1029 -1.2436 -1.3927 -1.5470 -1.7042
 -1.8617 -2.0154 -2.1618 -2.2994 -2.4292 -2.5525 -2.6704 -2.7832 -2.8916 -2.9961
 -3.0971
 -0.5407 -0.6000 -0.6460 -0.6801 -0.7094 -0.7194 -0.7555 -0.7685 -0.7847 -0.8177
 -0.8426 -0.8736 -0.9104 -0.9521 -0.9957 -1.1220 -1.2538 -1.3954 -1.5452
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F480M
 -0.0951 -0.1979 -0.2843 -0.3215 -0.3023 -0.2611 -0.2410 -0.2621 -0.3282 -0.4347
 -0.5363 -0.6292 -0.7073 -0.7715 -0.8374 -1.0008
 -0.0380 -0.1327 -0.2203 -0.2840 -0.3196 -0.3399 -0.3620 -0.3957 -0.4461 -0.5138
 -0.5836 -0.6554 -0.7267 -0.7953 -0.8643 -1.0312 -1.1836 -1.3315 -1.4693
  0.0024 -0.0852 -0.1718 -0.2512 -0.3213 -0.3818 -0.4340 -0.4807 -0.5262 -0.5733
 -0.6241 -0.6810 -0.7450 -0.8141 -0.8844 -1.0540 -1.2089 -1.3546 -1.5044 -1.6602
 -1.8208
  0.0261 -0.0554 -0.1388 -0.2231 -0.3074 -0.3868 -0.4570 -0.5171 -0.5685 -0.6132
 -0.6578 -0.7060 -0.7622 -0.8279 -0.8977 -1.0692 -1.2275 -1.3736 -1.5291 -1.6872
 -1.8389 -1.9838 -2.1228
  0.0331 -0.0433 -0.1213 -0.1997 -0.2779 -0.3549 -0.4310 -0.5049 -0.5730 -0.6335
 -0.6847 -0.7304 -0.7783 -0.8367 -0.9042 -1.0768 -1.2394 -1.3885 -1.5433 -1.7006
 -1.8520 -1.9966 -2.1348 -2.2676 -2.3960
  0.0243 -0.0462 -0.1185 -0.1917 -0.2651 -0.3378 -0.4090 -0.4784 -0.5476 -0.6169
 -0.6839 -0.7441 -0.7946 -0.8464 -0.9085 -1.0796 -1.2458 -1.3993 -1.5538 -1.7103
 -1.8616 -2.0061 -2.1440 -2.2763 -2.4036 -2.5268
 -0.0022 -0.0649 -0.1300 -0.1970 -0.2651 -0.3337 -0.4019 -0.4688 -0.5343 -0.5995
 -0.6661 -0.7340 -0.7971 -0.8523 -0.9126 -1.0799 -1.2479 -1.4055 -1.5607 -1.7172
 -1.8686 -2.0132 -2.1511 -2.2831 -2.4098 -2.5318 -2.6501 -2.7648 -2.8762 -2.9853
 -0.0481 -0.1021 -0.1581 -0.2168 -0.2779 -0.3409 -0.4052 -0.4696 -0.5335 -0.5967
 -0.6597 -0.7242 -0.7905 -0.8503 -0.9107 -1.0789 -1.2471 -1.4074 -1.5637 -1.7210
 -1.8733 -2.0183 -2.1565 -2.2885 -2.4150 -2.5365 -2.6538 -2.7672 -2.8773 -2.9846
 -3.0900
 -0.1109 -0.1584 -0.2054 -0.2539 -0.3058 -0.3610 -0.4193 -0.4794 -0.5406 -0.6022
 -0.6636 -0.7252 -0.7881 -0.8503 -0.9084 -1.0753 -1.2440 -1.4057 -1.5628 -1.7210
 -1.8752 -2.0215 -2.1603 -2.2927 -2.4193 -2.5407 -2.6575 -2.7702 -2.8792 -2.9851
 -3.0885
 -0.1843 -0.2297 -0.2715 -0.3108 -0.3524 -0.3977 -0.4475 -0.5010 -0.5575 -0.6159
 -0.6753 -0.7351 -0.7955 -0.8562 -0.9132 -1.0741 -1.2411 -1.4038 -1.5613 -1.7197
 -1.8762 -2.0249 -2.1651 -2.2983 -2.4255 -2.5472 -2.6641 -2.7765 -2.8851 -2.9901
 -3.0923
 -0.2591 -0.3064 -0.3480 -0.3834 -0.4163 -0.4518 -0.4911 -0.5355 -0.5846 -0.6373
 -0.6927 -0.7497 -0.8076 -0.8660 -0.9232 -1.0752 -1.2370 -1.3984 -1.5558 -1.7127
 -1.8698 -2.0213 -2.1640 -2.2987 -2.4268 -2.5491 -2.6664 -2.7789 -2.8873 -2.9920
 -3.0953
 -0.3331 -0.3842 -0.4277 -0.4648 -0.4959 -0.5236 -0.5535 -0.5876 -0.6270 -0.6713
 -0.7200 -0.7720 -0.8263 -0.8818 -0.9377 -1.0824 -1.2368 -1.3944 -1.5506 -1.7057
 -1.8611 -2.0137 -2.1594 -2.2968 -2.4265 -2.5499 -2.6680 -2.7811 -2.8897 -2.9944
 -3.0956
 -0.4064 -0.4631 -0.5071 -0.5488 -0.5817 -0.6085 -0.6327 -0.6579 -0.6874 -0.7218
 -0.7613 -0.8057 -0.8539 -0.9050 -0.9567 -1.0957 -1.2405 -1.3918 -1.5457
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F480M
  0.0344 -0.0069 -0.0511 -0.1077 -0.1567 -0.2094 -0.2684 -0.3351 -0.4068 -0.4799
 -0.5544 -0.6287 -0.7010 -0.7726 -0.8676 -1.0328
 -0.0232 -0.0834 -0.1382 -0.1890 -0.2380 -0.2886 -0.3442 -0.4062 -0.4713 -0.5369
 -0.6037 -0.6728 -0.7436 -0.8152 -0.8940 -1.0615 -1.2090 -1.3507 -1.4874
 -0.0382 -0.1112 -0.1771 -0.2372 -0.2932 -0.3472 -0.4024 -0.4610 -0.5211 -0.5809
 -0.6412 -0.7044 -0.7716 -0.8419 -0.9125 -1.0820 -1.2346 -1.3764 -1.5140 -1.6666
 -1.8162
 -0.0106 -0.0903 -0.1678 -0.2523 -0.3224 -0.3852 -0.4430 -0.4995 -0.5562 -0.6119
 -0.6669 -0.7235 -0.7850 -0.8527 -0.9231 -1.0943 -1.2521 -1.3960 -1.5351 -1.6857
 -1.8356 -1.9810 -2.1205
  0.0245 -0.0558 -0.1385 -0.2228 -0.3057 -0.3845 -0.4568 -0.5216 -0.5807 -0.6360
 -0.6888 -0.7405 -0.7948 -0.8570 -0.9258 -1.0984 -1.2615 -1.4095 -1.5507 -1.6996
 -1.8492 -1.9936 -2.1319 -2.2650 -2.3937
  0.0360 -0.0396 -0.1174 -0.1968 -0.2765 -0.3552 -0.4320 -0.5060 -0.5766 -0.6426
