 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.7969 -0.7762 -0.7984 -0.7977 -0.7592 -0.7234 -0.7251 -0.7458 -0.7479 -0.7176
 -0.6694 -0.6079 -0.5432 -0.4832 -0.4273 -0.3176 -0.2559 -0.2321 -0.2244
 -0.7928 -0.7295 -0.6960 -0.6735 -0.6600 -0.6555 -0.6568 -0.6582 -0.6541 -0.6415
 -0.6180 -0.5817 -0.5333 -0.4797 -0.4290 -0.3305 -0.2748 -0.2544 -0.2532 -0.2658
 -0.7897 -0.7072 -0.6441 -0.6041 -0.5909 -0.5914 -0.5911 -0.5883 -0.5852 -0.5815
 -0.5714 -0.5521 -0.5194 -0.4755 -0.4308 -0.3422 -0.2914 -0.2736 -0.2763 -0.2899
 -0.3100
 -0.7876 -0.7093 -0.6427 -0.5895 -0.5519 -0.5311 -0.5280 -0.5361 -0.5412 -0.5376
 -0.5296 -0.5191 -0.5015 -0.4706 -0.4327 -0.3527 -0.3057 -0.2897 -0.2938 -0.3078
 -0.3276 -0.3515
 -0.7665 -0.7004 -0.6410 -0.5889 -0.5458 -0.5134 -0.4927 -0.4829 -0.4829 -0.4879
 -0.4881 -0.4822 -0.4744 -0.4581 -0.4301 -0.3596 -0.3158 -0.3011 -0.3073 -0.3229
 -0.3431 -0.3668 -0.3933 -0.4225
 -0.7193 -0.6695 -0.6232 -0.5800 -0.5403 -0.5058 -0.4782 -0.4588 -0.4467 -0.4402
 -0.4376 -0.4354 -0.4318 -0.4273 -0.4140 -0.3605 -0.3204 -0.3067 -0.3152 -0.3338
 -0.3561 -0.3808 -0.4075 -0.4363 -0.4669 -0.4997 -0.5352 -0.5759 -0.6229 -0.6719
 -0.6462 -0.6138 -0.5830 -0.5529 -0.5228 -0.4933 -0.4660 -0.4426 -0.4249 -0.4121
 -0.4027 -0.3952 -0.3886 -0.3855 -0.3802 -0.3504 -0.3188 -0.3062 -0.3161 -0.3387
 -0.3649 -0.3922 -0.4205 -0.4499 -0.4805 -0.5123 -0.5462 -0.5824 -0.6239 -0.6724
 -0.7237
 -0.5535 -0.5362 -0.5202 -0.5045 -0.4870 -0.4675 -0.4462 -0.4247 -0.4052 -0.3896
 -0.3774 -0.3673 -0.3583 -0.3508 -0.3462 -0.3273 -0.3088 -0.2998 -0.3104 -0.3361
 -0.3673 -0.3990 -0.4304 -0.4618 -0.4936 -0.5258 -0.5590 -0.5938 -0.6311 -0.6732
 -0.7233
 -0.4478 -0.4432 -0.4395 -0.4362 -0.4314 -0.4237 -0.4122 -0.3976 -0.3816 -0.3663
 -0.3533 -0.3428 -0.3336 -0.3252 -0.3193 -0.3030 -0.2917 -0.2886 -0.3001 -0.3272
 -0.3626 -0.3998 -0.4360 -0.4711 -0.5054 -0.5392 -0.5732 -0.6076 -0.6434 -0.6817
 -0.7251
 -0.3369 -0.3418 -0.3476 -0.3538 -0.3595 -0.3628 -0.3625 -0.3576 -0.3490 -0.3382
 -0.3270 -0.3172 -0.3090 -0.3021 -0.2964 -0.2827 -0.2739 -0.2749 -0.2874 -0.3139
 -0.3510 -0.3923 -0.4338 -0.4739 -0.5122 -0.5491 -0.5852 -0.6208 -0.6566 -0.6933
 -0.7320
 -0.2225 -0.2356 -0.2491 -0.2625 -0.2757 -0.2879 -0.2973 -0.3027 -0.3037 -0.3006
 -0.2948 -0.2880 -0.2817 -0.2768 -0.2729 -0.2647 -0.2579 -0.2608 -0.2746 -0.3002
 -0.3364 -0.3792 -0.4246 -0.4696 -0.5130 -0.5542 -0.5938 -0.6320 -0.6693 -0.7065
 -0.7444
 -0.1046 -0.1246 -0.1477 -0.1661 -0.1851 -0.2036 -0.2204 -0.2346 -0.2449 -0.2511
 -0.2534 -0.2527 -0.2504 -0.2481 -0.2488 -0.2490 -0.2437 -0.2463 -0.2617
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.0120 -0.9645 -0.9300 -0.9039 -0.8830 -0.8624 -0.8370 -0.8038 -0.7638 -0.7192
 -0.6687 -0.6118 -0.5508 -0.4912 -0.4326 -0.3248 -0.2574 -0.2284 -0.2257
 -0.9146 -0.8545 -0.8123 -0.7829 -0.7619 -0.7457 -0.7307 -0.7118 -0.6888 -0.6620
 -0.6293 -0.5885 -0.5395 -0.4875 -0.4383 -0.3400 -0.2783 -0.2510 -0.2490 -0.2614
 -0.8695 -0.7845 -0.7283 -0.7001 -0.6759 -0.6596 -0.6480 -0.6371 -0.6247 -0.6101
 -0.5913 -0.5658 -0.5304 -0.4868 -0.4429 -0.3533 -0.2965 -0.2705 -0.2689 -0.2813
 -0.3011
 -0.8608 -0.7591 -0.6871 -0.6408 -0.6133 -0.5980 -0.5893 -0.5824 -0.5734 -0.5636
 -0.5524 -0.5381 -0.5169 -0.4844 -0.4464 -0.3647 -0.3120 -0.2869 -0.2854 -0.2980
 -0.3178 -0.3419
 -0.8666 -0.7704 -0.6880 -0.6258 -0.5821 -0.5531 -0.5356 -0.5270 -0.5250 -0.5252
 -0.5183 -0.5080 -0.4951 -0.4756 -0.4458 -0.3724 -0.3232 -0.2995 -0.2983 -0.3118
 -0.3322 -0.3563 -0.3835 -0.4134
 -0.8597 -0.7710 -0.6925 -0.6250 -0.5692 -0.5256 -0.4941 -0.4741 -0.4647 -0.4655
 -0.4702 -0.4704 -0.4661 -0.4562 -0.4377 -0.3750 -0.3296 -0.3072 -0.3066 -0.3217
 -0.3440 -0.3693 -0.3968 -0.4264 -0.4579 -0.4918 -0.5285 -0.5701 -0.6174 -0.6663
 -0.8301 -0.7547 -0.6855 -0.6241 -0.5704 -0.5247 -0.4873 -0.4586 -0.4386 -0.4256
 -0.4188 -0.4174 -0.4180 -0.4180 -0.4131 -0.3714 -0.3305 -0.3097 -0.3098 -0.3267
 -0.3519 -0.3798 -0.4089 -0.4392 -0.4707 -0.5036 -0.5385 -0.5758 -0.6182 -0.6670
 -0.7183
 -0.7752 -0.7154 -0.6592 -0.6080 -0.5618 -0.5203 -0.4834 -0.4516 -0.4259 -0.4063
 -0.3918 -0.3812 -0.3743 -0.3716 -0.3713 -0.3548 -0.3257 -0.3072 -0.3076 -0.3257
 -0.3543 -0.3861 -0.4182 -0.4504 -0.4830 -0.5162 -0.5506 -0.5864 -0.6248 -0.6677
 -0.7181
 -0.6953 -0.6510 -0.6094 -0.5708 -0.5352 -0.5023 -0.4712 -0.4420 -0.4155 -0.3927
 -0.3741 -0.3595 -0.3477 -0.3387 -0.3341 -0.3243 -0.3112 -0.2995 -0.3010 -0.3195
 -0.3506 -0.3868 -0.4233 -0.4591 -0.4941 -0.5289 -0.5640 -0.5996 -0.6365 -0.6758
 -0.7198
 -0.5988 -0.5692 -0.5411 -0.5145 -0.4901 -0.4674 -0.4451 -0.4227 -0.4002 -0.3786
 -0.3590 -0.3424 -0.3286 -0.3173 -0.3088 -0.2963 -0.2891 -0.2862 -0.2908 -0.3089
 -0.3405 -0.3799 -0.4211 -0.4616 -0.5005 -0.5383 -0.5753 -0.6120 -0.6489 -0.6868
 -0.7263
 -0.4947 -0.4748 -0.4578 -0.4419 -0.4277 -0.4149 -0.4022 -0.3886 -0.3735 -0.3571
 -0.3403 -0.3244 -0.3104 -0.2987 -0.2892 -0.2744 -0.2676 -0.2691 -0.2780 -0.2966
 -0.3275 -0.3677 -0.4122 -0.4574 -0.5012 -0.5431 -0.5835 -0.6227 -0.6611 -0.6993
 -0.7383
 -0.3847 -0.3745 -0.3658 -0.3585 -0.3525 -0.3477 -0.3437 -0.3389 -0.3324 -0.3238
 -0.3130 -0.3012 -0.2894 -0.2786 -0.2753 -0.2586 -0.2467 -0.2482 -0.2626
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -1.3022 -1.2439 -1.1958 -1.1525 -1.1123 -1.0648 -0.9987 -0.9126 -0.8291 -0.7530
 -0.6819 -0.6142 -0.5501 -0.4915 -0.4390 -0.3343 -0.2635 -0.2255 -0.2173
 -1.1716 -1.1053 -1.0533 -1.0104 -0.9721 -0.9335 -0.8851 -0.8229 -0.7625 -0.7060
 -0.6515 -0.5970 -0.5422 -0.4898 -0.4421 -0.3467 -0.2829 -0.2485 -0.2403 -0.2501
 -1.0789 -1.0036 -0.9453 -0.8993 -0.8617 -0.8283 -0.7933 -0.7494 -0.7050 -0.6631
 -0.6224 -0.5806 -0.5359 -0.4899 -0.4464 -0.3585 -0.2998 -0.2679 -0.2595 -0.2687
 -0.2880
 -1.0182 -0.9248 -0.8571 -0.8115 -0.7743 -0.7431 -0.7148 -0.6840 -0.6516 -0.6204
 -0.5904 -0.5599 -0.5263 -0.4884 -0.4494 -0.3680 -0.3135 -0.2836 -0.2753 -0.2841
 -0.3031 -0.3277
